company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
125,Rural,Finance,493,320004,1119.0,272803.4,0.333,0.386,0.403,23,0.139,Low,None,1,0.407,0.559,1,Angels,0.397,0,0.398,Compliant,Expired,0.228,0,0,0.164,High,Series A,0.5593
126,Urban,Healthcare,41,24066,1924.34,19374.3,0.234,0.283,0.221,14,0.475,Low,Partial,0,0.431,0.489,1,None,0.276,0,0.334,Compliant,Valid,0.058,1,0,0.132,High,Series A,0.3565
127,Urban,Education,157,50717,3150.77,36166.81,0.119,0.441,0.607,4,0.641,Medium,Partial,0,0.665,0.358,1,Angels,0.209,1,0.953,Compliant,Valid,0.447,1,1,0.688,Moderate,Series B,0.4653
128,Urban,Healthcare,15,19711,6527.32,15139.05,0.39,0.37,0.145,27,0.375,Low,None,0,0.608,0.862,0,Gov Grant,0.373,0,0.557,Compliant,Valid,0.0,0,0,0.275,High,Series A,0.3271
129,Urban,Tech,301,13153,2373.3,10657.28,-0.18,0.243,0.091,25,0.748,High,None,1,0.805,0.506,1,None,0.015,0,0.519,Compliant,Valid,0.279,1,0,0.789,Moderate,Series A,0.3249
130,Urban,Retail,65,18000,7091.82,8518.13,0.233,0.587,0.31,24,0.109,Low,Partial,1,0.434,0.147,1,None,0.274,1,0.255,Not Registered,Valid,0.268,0,0,0.336,High,Seed,0.2962
131,Urban,Retail,345,20445,723.18,10432.07,-0.109,0.458,0.075,8,0.51,Medium,Partial,0,0.6,0.265,1,Gov Grant,0.061,0,0.447,Compliant,Valid,0.476,1,0,0.538,Moderate,Seed,0.2564
132,Rural,Healthcare,327,55903,7545.37,43532.86,0.149,0.511,0.163,7,0.345,Low,Partial,0,0.563,0.731,1,None,0.229,0,0.589,Compliant,Valid,0.118,1,0,0.671,High,Series B,0.4552
133,Urban,Manufacturing,9,608584,4617.75,528089.06,0.433,0.709,0.341,0,0.266,Medium,Full,0,0.464,0.529,1,None,0.517,0,0.667,Compliant,Valid,0.254,1,0,0.557,Moderate,Series B,0.3358
134,Urban,Tech,344,15379,5372.59,9613.32,-0.086,0.626,0.153,12,0.312,Low,None,0,0.505,0.645,1,Angels,0.074,0,0.783,Compliant,Valid,0.135,1,0,0.614,Moderate,Series A,0.3283
135,Urban,Manufacturing,129,22028,3131.21,20682.96,0.549,0.155,0.026,18,0.336,High,Partial,0,0.413,0.435,1,None,0.473,0,0.844,Compliant,Valid,0.129,1,0,0.597,Moderate,Series A,0.2826
136,Urban,Retail,492,33666,6321.36,17467.25,0.511,0.354,0.075,21,0.323,Low,None,0,0.56,0.53,0,Angels,0.451,0,0.229,Not Registered,Valid,0.026,1,0,0.437,High,Series B,0.617
137,Urban,Manufacturing,136,58393,1582.56,36739.98,0.132,0.234,0.369,15,0.463,Medium,None,0,0.617,0.374,1,None,0.219,0,0.805,Compliant,Valid,0.338,1,0,0.686,Moderate,Series A,0.3784
138,Rural,Finance,472,49824,676.62,30302.34,-0.195,0.367,0.145,17,0.127,Low,None,1,0.271,0.169,0,Angels,0.013,0,0.323,Not Registered,Expired,0.086,1,0,0.356,High,Seed,0.3946
139,Rural,Finance,63,169552,3345.48,154574.25,0.432,0.594,0.222,16,0.127,High,None,1,0.334,0.678,1,None,0.429,1,0.593,Compliant,Valid,0.412,1,1,0.641,High,Series B,0.298
140,Urban,Retail,139,1975,6873.46,1099.99,0.505,0.073,0.468,17,0.51,Medium,Full,0,0.606,0.612,1,None,0.441,1,0.778,Compliant,Valid,0.381,1,0,0.414,Moderate,Series B,0.4973
141,Urban,Education,499,2071,6112.94,1364.65,-0.06,0.424,0.129,16,0.414,Low,Partial,0,0.455,0.575,1,None,0.088,1,0.519,Compliant,Valid,0.285,0,0,0.488,High,Seed,0.4502
142,Urban,Manufacturing,81,20029,4282.1,10074.16,0.533,0.322,0.22,1,0.414,Low,None,0,0.627,0.333,1,VC,0.462,1,0.343,Not Registered,Valid,0.353,1,0,0.474,High,Series A,0.4129
143,Rural,Tech,392,135505,4705.46,93050.8,0.531,0.368,0.199,22,0.293,Low,None,0,0.488,0.318,1,VC,0.484,1,0.416,Compliant,Valid,0.252,1,0,0.285,High,Seed,0.6246
144,Urban,Tech,163,5548,1300.17,4835.48,0.177,0.141,0.166,19,0.272,Low,Full,0,0.5,0.362,0,None,0.237,0,0.348,Not Registered,Expired,0.177,1,0,0.528,High,Angel,0.1717
145,Urban,Retail,419,983,6773.25,557.58,0.438,0.064,0.126,21,0.173,Medium,None,0,0.242,0.374,1,Angels,0.399,1,0.362,Late Filing,Valid,0.156,1,0,0.166,High,Series B,0.5918
146,Rural,Agriculture,289,72072,6359.59,60968.27,0.156,0.07,0.297,20,0.192,Medium,Partial,0,0.514,0.722,1,Gov Grant,0.237,1,0.295,Compliant,Valid,0.086,1,0,0.415,High,Seed,0.4644
147,Urban,Finance,379,48649,5354.82,43843.52,0.251,0.268,0.808,23,0.254,Low,Partial,1,0.446,0.592,1,None,0.292,1,0.869,Compliant,Valid,0.16,1,0,0.479,Moderate,Series A,0.6386
148,Rural,Manufacturing,261,9816,3889.67,4320.29,0.056,0.692,0.372,9,0.606,Low,None,0,0.66,0.449,1,Gov Grant,0.162,0,0.594,Compliant,Valid,0.227,1,1,0.386,High,Series B,0.4836
149,Urban,Tech,490,11129,7726.34,9081.64,-0.072,0.073,0.453,13,0.402,Medium,None,1,0.489,0.815,1,None,0.082,0,0.44,Compliant,Valid,0.364,1,0,0.193,Moderate,Series B,0.4971
150,Urban,Finance,231,11342,7068.55,6129.66,0.397,0.705,0.194,5,0.361,Medium,None,0,0.615,0.395,1,None,0.375,0,0.517,Compliant,Valid,0.353,1,0,0.45,High,Seed,0.4421
151,Urban,Finance,41,41467,5262.11,20585.47,-0.199,0.461,0.147,20,0.31,Medium,Partial,0,0.554,0.373,1,None,0.009,1,0.2,Compliant,Valid,0.331,1,0,0.302,High,Series A,0.088
152,Rural,Education,28,17127,3162.87,12513.28,0.264,0.25,0.238,13,0.403,High,None,1,0.463,0.508,1,None,0.293,0,0.715,Compliant,Expired,0.39,1,0,0.239,Moderate,Series A,0.3593
153,Urban,Healthcare,135,65701,5058.77,51777.74,0.492,0.411,0.057,19,0.354,Low,None,0,0.59,0.539,1,None,0.446,1,0.648,Compliant,Valid,0.0,1,0,0.543,Moderate,Series A,0.2859
154,Urban,Education,201,1181,4730.9,728.82,-0.023,0.342,0.232,14,0.231,Medium,None,0,0.468,0.587,1,Angels,0.111,0,0.415,Compliant,Valid,0.095,1,0,0.689,Moderate,Series A,0.2556
155,Urban,Healthcare,328,12988,3335.66,5475.03,0.066,0.043,0.518,17,0.306,Low,Partial,0,0.553,0.326,1,None,0.169,1,0.667,Compliant,Valid,0.296,1,0,0.239,High,Seed,0.4418
156,Urban,Education,268,9403,2661.39,8460.7,0.27,0.668,0.371,28,0.316,Low,Partial,0,0.434,0.775,1,None,0.296,0,0.579,Compliant,Valid,0.205,1,0,0.368,Moderate,Series A,0.4754
157,Urban,Healthcare,418,26699,3433.98,21410.22,-0.003,0.428,0.064,8,0.342,Low,Partial,0,0.486,0.473,1,None,0.128,0,0.249,Not Registered,Expired,0.026,1,0,0.199,High,Seed,0.3602
158,Urban,Retail,33,19041,4719.12,10461.44,0.478,0.29,0.184,15,0.135,Medium,None,1,0.339,0.539,1,Gov Grant,0.428,0,0.403,Compliant,Valid,0.278,0,0,0.205,High,Series A,0.2374
159,Rural,Finance,48,94600,3596.64,63691.83,0.093,0.313,0.385,21,0.438,Low,None,0,0.59,0.608,0,None,0.202,0,0.788,Compliant,Valid,0.154,0,0,0.753,Moderate,Seed,0.248
160,Urban,Healthcare,407,3900,2329.52,1619.62,0.265,0.125,0.098,8,0.412,Low,Partial,0,0.617,0.48,1,VC,0.291,0,0.647,Compliant,Valid,0.172,1,0,0.445,Moderate,Series A,0.5353
161,Urban,Healthcare,62,38353,6159.42,22498.08,-0.019,0.185,0.1,25,0.382,High,None,0,0.558,0.299,1,None,0.121,0,0.452,Compliant,Valid,0.335,0,0,0.328,Moderate,Series A,0.2086
162,Urban,Finance,216,70969,4392.3,48783.69,-0.167,0.208,0.126,15,0.289,High,None,0,0.505,0.427,1,Angels,0.035,1,0.54,Compliant,Valid,0.419,0,0,0.358,High,Seed,0.164
163,Urban,Finance,293,337047,821.1,230699.57,-0.061,0.763,0.332,4,0.77,Low,Partial,0,0.727,0.363,0,None,0.154,0,0.435,Late Filing,Valid,0.188,1,0,0.475,High,Grant,0.437
164,Rural,Healthcare,99,20371,3136.04,10480.91,-0.163,0.238,0.291,13,0.286,Medium,None,0,0.571,0.492,0,Gov Grant,0.027,1,0.98,Compliant,Expired,0.424,0,0,0.708,Moderate,Seed,0.1715
165,Rural,Healthcare,172,53602,7113.83,44340.17,0.175,0.276,0.432,26,0.098,Low,None,0,0.406,0.431,1,None,0.245,0,0.413,Compliant,Valid,0.185,0,1,0.517,Moderate,Seed,0.3498
166,Urban,Education,360,4169,6115.32,2352.88,0.269,0.509,0.073,26,0.311,Low,None,0,0.576,0.622,1,None,0.294,1,0.581,Compliant,Valid,0.0,1,0,0.648,High,Series A,0.51
167,Rural,Manufacturing,214,2058,2789.0,1480.17,-0.164,0.296,0.134,22,0.65,High,Partial,0,0.761,0.517,1,None,0.023,0,0.507,Compliant,Valid,0.385,0,0,0.574,Moderate,Seed,0.2204
168,Urban,Tech,475,100080,7524.01,54977.67,-0.128,0.068,0.205,27,0.701,Low,None,1,0.66,0.684,1,Angels,0.065,0,0.86,Compliant,Valid,0.244,1,0,0.558,Moderate,Series B,0.4013
169,Urban,Tech,35,36074,889.84,22865.23,0.188,0.45,0.264,5,0.198,Low,None,1,0.424,0.471,1,None,0.25,0,0.772,Compliant,Valid,0.091,0,0,0.692,Moderate,Series B,0.2207
170,Rural,Agriculture,449,149375,7701.51,76798.62,0.439,0.356,0.334,0,0.16,Low,None,1,0.491,0.667,1,None,0.429,0,0.581,Compliant,Valid,0.217,1,0,0.63,Moderate,Series A,0.5523
171,Urban,Healthcare,227,6988,2191.93,5228.1,0.302,0.196,0.164,19,0.499,Low,None,0,0.549,0.549,1,None,0.315,0,0.572,Compliant,Valid,0.007,1,0,0.469,High,Series B,0.3883
172,Urban,Healthcare,101,67771,370.03,42971.65,-0.116,0.721,0.107,10,0.173,High,Partial,0,0.499,0.74,1,None,0.066,0,0.949,Compliant,Valid,0.227,1,0,0.599,Moderate,Seed,0.041
173,Urban,Healthcare,431,342005,3640.32,139833.71,0.51,0.348,0.123,10,0.196,Medium,Full,0,0.514,0.633,0,None,0.512,0,0.598,Late Filing,Valid,0.086,1,0,0.356,High,Series A,0.5656
174,Rural,Retail,462,60093,3064.07,24968.09,0.534,0.211,0.246,7,0.116,Low,Partial,0,0.436,0.317,1,None,0.471,0,0.687,Compliant,Valid,0.268,1,0,0.265,Moderate,Series A,0.6353
175,Urban,Retail,131,50610,4450.99,33358.26,0.06,0.275,0.393,20,0.435,High,Full,1,0.617,0.552,1,None,0.173,1,0.385,Late Filing,Valid,0.393,1,0,0.433,High,Series A,0.3773
176,Urban,Retail,257,36690,6435.15,18373.41,0.293,0.421,0.015,9,0.358,Low,None,0,0.4,0.286,1,Gov Grant,0.315,1,0.977,Compliant,Valid,0.0,1,0,0.575,Moderate,Seed,0.2997
177,Urban,Education,5,5513,6786.72,3979.14,0.194,0.254,0.542,13,0.285,Low,Partial,0,0.504,0.559,1,None,0.247,0,0.838,Compliant,Expired,0.487,0,0,0.505,Moderate,Series A,0.193
178,Urban,Finance,218,184737,3389.47,115369.27,0.554,0.613,0.23,24,0.343,Low,None,1,0.564,0.291,1,None,0.508,1,0.841,Compliant,Valid,0.122,1,1,0.71,Moderate,Seed,0.4201
179,Urban,Healthcare,255,17448,3609.81,13259.27,0.207,0.216,0.403,13,0.498,Low,None,0,0.678,0.75,0,None,0.258,0,0.936,Compliant,Valid,0.26,0,0,0.636,Moderate,Seed,0.4648
180,Urban,Agriculture,398,66528,1440.97,61459.72,0.568,0.183,0.175,27,0.256,Low,Partial,0,0.422,0.538,1,Angels,0.493,0,0.407,Compliant,Valid,0.027,0,0,0.595,High,Series A,0.6049
181,Rural,Agriculture,359,5566,666.12,3845.02,-0.041,0.28,0.249,8,0.746,Medium,Full,1,0.816,0.486,1,Angels,0.1,0,0.574,Compliant,Valid,0.27,1,0,0.732,Moderate,Series A,0.374
182,Rural,Retail,283,8819,5237.36,7346.74,0.076,0.382,0.265,10,0.229,Low,Partial,0,0.513,0.64,1,None,0.174,1,0.652,Compliant,Valid,0.237,1,0,0.57,Moderate,Series A,0.3146
183,Urban,Retail,393,203232,796.17,165465.92,0.425,0.547,0.095,8,0.364,Low,None,0,0.598,0.529,1,Angels,0.431,0,0.684,Compliant,Valid,0.102,0,0,0.681,Moderate,Series A,0.5738
184,Rural,Retail,207,23938,5950.49,21711.41,0.427,0.429,0.018,18,0.147,Low,Partial,0,0.411,0.526,0,Gov Grant,0.397,0,0.924,Compliant,Expired,0.051,1,1,0.526,High,Seed,0.2575
185,Urban,Manufacturing,15,207717,4450.99,107537.13,0.386,0.355,0.323,23,0.304,Medium,Partial,0,0.445,0.596,1,None,0.408,0,0.599,Compliant,Valid,0.19,1,0,0.403,Moderate,Seed,0.2754
186,Urban,Manufacturing,346,33061,1829.09,28268.14,0.488,0.428,0.269,13,0.273,Low,Partial,0,0.485,0.535,1,Gov Grant,0.437,0,0.631,Compliant,Valid,0.005,1,0,0.386,Moderate,Seed,0.5811
187,Rural,Agriculture,42,3983,4454.33,3576.88,0.362,0.366,0.232,8,0.253,Medium,Partial,0,0.468,0.233,0,Gov Grant,0.352,0,0.842,Compliant,Valid,0.331,0,0,0.403,Moderate,Series A,0.2865
188,Rural,Finance,380,105924,1709.08,65251.26,0.309,0.023,0.206,20,0.517,Medium,Partial,0,0.695,0.506,1,VC,0.339,1,0.797,Compliant,Valid,0.228,1,0,0.558,Moderate,Debt Financing,0.5143
189,Urban,Healthcare,461,17892,3678.28,10244.94,0.167,0.255,0.523,18,0.212,Low,None,0,0.519,0.309,1,None,0.233,1,0.848,Compliant,Valid,0.203,1,0,0.718,Moderate,Series A,0.5289
190,Urban,Agriculture,179,83988,6456.61,77572.98,0.174,0.626,0.169,9,0.656,Medium,None,0,0.545,0.683,1,Gov Grant,0.25,0,0.562,Compliant,Valid,0.184,1,0,0.624,Moderate,Series A,0.3544
191,Urban,Tech,63,37431,3856.78,27893.51,0.125,0.474,0.378,20,0.357,Low,None,0,0.562,0.416,1,None,0.211,1,0.46,Compliant,Valid,0.328,1,1,0.6,High,Series A,0.1259
192,Urban,Education,352,5700,1444.98,3473.42,0.296,0.282,0.265,8,0.369,Medium,Partial,0,0.574,0.493,1,Gov Grant,0.311,1,0.304,Not Registered,Valid,0.301,0,0,0.554,High,Series A,0.5416
193,Urban,Agriculture,231,44230,5873.48,36954.4,0.125,0.266,0.506,5,0.207,Low,None,0,0.5,0.405,0,None,0.212,0,0.192,Not Registered,Missing,0.217,1,0,0.164,Critical,Series A,0.3973
194,Urban,Finance,241,506595,1738.12,287472.73,-0.082,0.626,0.235,16,0.35,Medium,Partial,0,0.586,0.505,1,Gov Grant,0.175,0,0.905,Compliant,Valid,0.401,1,0,0.631,Moderate,Series A,0.227
195,Urban,Finance,52,65617,5986.83,32613.24,-0.115,0.539,0.282,12,0.411,Medium,None,0,0.544,0.701,1,None,0.066,1,0.267,Not Registered,Valid,0.149,0,1,0.178,High,Series A,0.1379
196,Urban,Education,96,33894,3991.01,23698.12,0.54,0.534,0.341,21,0.619,Medium,None,0,0.729,0.579,1,None,0.469,0,0.471,Compliant,Valid,0.283,0,0,0.202,Moderate,Series B,0.445
197,Urban,Agriculture,388,131981,3793.81,93893.48,-0.18,0.166,0.096,1,0.134,Low,None,1,0.454,0.483,1,None,0.039,1,0.581,Compliant,Valid,0.0,1,0,0.527,Moderate,Seed,0.2645
198,Urban,Education,222,46761,6856.05,39941.4,-0.116,0.732,0.384,19,0.3,Medium,None,0,0.463,0.546,1,VC,0.062,1,0.968,Compliant,Valid,0.332,0,0,0.589,Moderate,Seed,0.4271
199,Rural,Manufacturing,485,46697,5756.25,30416.79,0.156,0.266,0.029,19,0.388,Medium,None,0,0.532,0.636,1,Angels,0.232,0,0.591,Compliant,Valid,0.195,1,0,0.382,High,Series A,0.4953
200,Urban,Manufacturing,407,9799,553.41,8309.77,0.01,0.231,0.504,25,0.385,Low,Partial,1,0.516,0.337,1,Angels,0.133,0,0.832,Compliant,Valid,0.245,0,0,0.545,Moderate,Series A,0.5548
201,Urban,Manufacturing,231,48080,2580.54,27464.62,0.125,0.713,0.064,3,0.663,High,None,0,0.756,0.277,1,None,0.213,1,0.622,Compliant,Valid,0.229,1,0,0.194,High,Series A,0.4028
202,Urban,Finance,237,125811,7006.09,90137.61,-0.106,0.535,0.23,0,0.296,High,None,0,0.567,0.285,0,None,0.084,0,0.441,Late Filing,Valid,0.642,1,0,0.4,High,Seed,0.2521
203,Urban,Tech,143,13316,441.11,6853.21,-0.095,0.484,0.363,23,0.219,Medium,None,1,0.474,0.629,1,Angels,0.068,0,0.405,Compliant,Valid,0.196,1,0,0.4,High,Series A,0.2003
204,Rural,Tech,171,200666,4498.45,122806.64,0.441,0.308,0.439,19,0.182,Medium,None,1,0.348,0.45,1,None,0.441,1,0.187,Not Registered,Valid,0.277,1,0,0.413,High,Series A,0.4371
205,Rural,Finance,29,32531,5904.26,28355.54,0.407,0.816,0.484,28,0.219,Low,None,0,0.488,0.673,1,Gov Grant,0.386,0,0.458,Compliant,Valid,0.075,1,0,0.554,High,Series A,0.4175
206,Urban,Finance,36,12515,5088.29,6492.7,-0.117,0.43,0.014,4,0.111,Low,Partial,0,0.457,0.394,1,None,0.054,0,0.796,Compliant,Valid,0.165,1,0,0.382,Moderate,Series A,0.0132
207,Urban,Agriculture,13,120230,6156.1,101670.3,0.334,0.274,0.226,3,0.186,Low,Full,0,0.466,0.525,1,None,0.358,0,0.272,Not Registered,Valid,0.02,1,0,0.416,High,Series A,0.2397
208,Urban,Manufacturing,160,25741,5887.83,14301.17,0.287,0.082,0.305,19,0.349,High,Partial,0,0.488,0.457,1,Gov Grant,0.31,0,0.634,Compliant,Valid,0.408,0,0,0.712,Moderate,Series A,0.3344
209,Urban,Finance,327,90347,5628.64,37852.62,0.371,0.031,0.064,2,0.323,Medium,None,1,0.539,0.81,1,None,0.375,0,0.707,Compliant,Valid,0.0,1,0,0.681,Moderate,Series B,0.4186
210,Urban,Education,187,25588,6625.86,11782.35,0.18,0.157,0.474,11,0.094,Low,Partial,0,0.424,0.502,1,None,0.243,0,0.545,Compliant,Expired,0.331,1,0,0.257,High,Series A,0.3751
211,Urban,Finance,243,33800,5271.82,27385.9,0.016,0.673,0.066,1,0.666,High,None,1,0.759,0.417,1,None,0.142,0,0.604,Compliant,Expired,0.387,0,1,0.691,Moderate,Series A,0.3234
212,Urban,Manufacturing,86,65662,3398.62,35729.26,0.331,0.116,0.29,5,0.329,Low,Partial,0,0.547,0.583,1,None,0.345,0,0.573,Compliant,Valid,0.0,1,0,0.542,High,Series A,0.3342
213,Rural,Education,284,51487,3933.7,39118.8,0.097,0.462,0.262,16,0.874,Low,Partial,0,0.868,0.473,0,None,0.196,1,0.676,Compliant,Valid,0.083,1,0,0.777,Moderate,Seed,0.4195
214,Urban,Agriculture,66,3312,5818.78,2598.46,-0.025,0.223,0.432,25,0.357,Low,Full,0,0.55,0.151,1,None,0.11,1,0.483,Compliant,Valid,0.097,1,0,0.47,Moderate,Series A,0.2772
215,Urban,Agriculture,170,9457,7047.56,5577.88,0.127,0.291,0.434,23,0.216,Low,None,1,0.423,0.738,1,None,0.206,0,0.523,Compliant,Valid,0.477,1,0,0.361,Moderate,Series A,0.3126
216,Urban,Retail,45,110779,2396.08,73247.68,0.411,0.1,0.064,19,0.271,Medium,None,0,0.476,0.626,1,Gov Grant,0.404,0,0.301,Not Registered,Valid,0.393,1,0,0.386,High,Series A,0.3132
217,Urban,Healthcare,62,30991,2933.99,19278.63,0.181,0.814,0.218,11,0.322,Medium,Full,1,0.521,0.445,0,None,0.244,0,0.829,Compliant,Expired,0.371,1,0,0.692,Moderate,Seed,0.2464
218,Urban,Tech,441,19371,7466.69,17841.5,0.04,0.756,0.621,11,0.698,Low,Partial,1,0.767,0.64,1,VC,0.154,0,0.659,Compliant,Valid,0.143,1,0,0.653,Moderate,Series B,0.6003
219,Rural,Retail,134,7113,4754.54,4096.89,0.465,0.158,0.102,11,0.352,Low,Full,0,0.542,0.552,1,None,0.417,0,0.753,Compliant,Valid,0.001,1,0,0.761,Moderate,Series A,0.3319
220,Urban,Agriculture,284,9940,1678.01,4978.23,0.505,0.303,0.378,15,0.128,High,Partial,0,0.411,0.492,1,None,0.443,1,0.265,Not Registered,Expired,0.361,1,0,0.349,Moderate,Seed,0.4933
221,Rural,Agriculture,28,3209,5410.45,1928.85,0.147,0.401,0.274,0,0.175,High,None,0,0.478,0.331,1,None,0.218,0,0.755,Compliant,Missing,0.416,1,1,0.213,High,Series A,0.2267
222,Urban,Manufacturing,108,32159,7928.87,24705.63,0.1,0.166,0.416,17,0.697,Medium,None,1,0.677,0.438,1,None,0.194,0,0.288,Not Registered,Valid,0.456,1,0,0.322,Moderate,Series A,0.4189
223,Urban,Manufacturing,44,17710,6640.59,13876.66,0.29,0.146,0.394,16,0.419,Medium,None,0,0.608,0.653,0,None,0.31,0,0.666,Compliant,Valid,0.267,1,0,0.577,Moderate,Series A,0.2569
224,Rural,Education,340,11385,6042.21,10340.22,-0.154,0.453,0.137,10,0.346,Low,None,0,0.594,0.391,1,None,0.031,0,0.218,Not Registered,Valid,0.0,1,0,0.387,High,Seed,0.3522
225,Urban,Education,286,33465,1901.96,29615.35,0.353,0.416,0.506,27,0.68,Low,None,0,0.801,0.571,0,Angels,0.352,0,1.0,Compliant,Valid,0.206,1,0,0.694,Moderate,Series A,0.6633
226,Urban,Finance,446,56205,7046.28,31394.78,0.426,0.693,0.417,25,0.089,Medium,Full,0,0.252,0.682,1,Angels,0.402,0,0.318,Not Registered,Valid,0.006,0,0,0.227,High,Series A,0.5032
227,Urban,Healthcare,331,447682,4348.57,291145.42,0.118,0.707,0.031,23,0.35,Medium,None,0,0.603,0.742,1,None,0.288,0,0.881,Compliant,Valid,0.161,1,0,0.523,Moderate,Series B,0.3796
228,Urban,Agriculture,128,5918,7147.53,4799.49,-0.06,0.17,0.031,5,0.732,High,None,1,0.807,0.631,1,None,0.089,1,0.88,Compliant,Valid,0.383,1,0,0.762,Low,Series A,0.1379
229,Urban,Finance,348,145985,2839.67,131984.38,-0.177,0.612,0.056,4,0.414,High,None,0,0.442,0.507,1,VC,0.043,0,0.397,Compliant,Valid,0.216,1,0,0.112,High,Series A,0.191
230,Rural,Education,473,116742,777.79,68345.52,0.31,0.211,0.129,21,0.061,Medium,None,0,0.356,0.486,1,VC,0.342,0,0.471,Compliant,Missing,0.0,0,0,0.131,High,Series B,0.5632
231,Urban,Manufacturing,231,14258,3965.01,9188.47,0.015,0.666,0.181,8,0.214,Low,Full,0,0.448,0.372,1,Gov Grant,0.137,0,0.425,Compliant,Missing,0.081,1,0,0.471,High,Series B,0.1843
232,Urban,Agriculture,190,46346,2377.75,41466.37,0.171,0.349,0.369,24,0.367,Medium,Partial,1,0.617,0.656,1,None,0.241,0,0.583,Compliant,Valid,0.299,1,0,0.671,Moderate,Series A,0.3137
233,Rural,Education,225,20970,5807.27,12522.57,0.109,0.153,0.334,3,0.409,Medium,Partial,0,0.493,0.401,1,Angels,0.197,0,0.295,Not Registered,Valid,0.317,1,1,0.36,High,Series A,0.3982
234,Urban,Education,385,45380,7669.72,30145.12,-0.06,0.392,0.602,14,0.12,Low,Partial,1,0.311,0.144,1,None,0.097,1,0.378,Compliant,Expired,0.329,1,0,0.445,Moderate,Seed,0.4244
235,Urban,Finance,377,222116,5620.5,199344.06,0.207,0.124,0.216,12,0.213,Medium,None,0,0.388,0.271,1,Gov Grant,0.299,0,0.184,Not Registered,Valid,0.291,0,1,0.069,Critical,Series A,0.5672
236,Rural,Retail,283,75111,7129.39,63185.91,0.168,0.662,0.486,8,0.287,Medium,None,0,0.569,0.646,0,Angels,0.245,0,0.453,Compliant,Missing,0.435,1,0,0.381,High,Series B,0.4969
237,Urban,Education,446,66858,3788.28,35694.62,0.299,0.049,0.109,29,0.485,Low,Partial,0,0.624,0.369,1,None,0.325,1,0.63,Compliant,Valid,0.0,0,0,0.234,High,Seed,0.5089
238,Rural,Healthcare,121,21669,6241.63,12538.49,0.002,0.42,0.358,4,0.257,Low,None,0,0.548,0.311,1,None,0.131,1,0.6,Compliant,Valid,0.264,1,0,0.506,Moderate,Seed,0.2196
239,Urban,Education,116,6119,6791.43,3635.46,-0.028,0.291,0.393,29,0.314,Low,Partial,1,0.476,0.601,1,Angels,0.109,0,0.873,Compliant,Valid,0.145,1,0,0.724,Moderate,Series A,0.185
240,Urban,Agriculture,461,28278,5773.74,25506.93,0.451,0.428,0.288,8,0.118,Low,None,0,0.305,0.189,1,VC,0.413,0,0.648,Compliant,Valid,0.01,1,0,0.297,High,Series A,0.5097
241,Urban,Retail,233,154497,4209.89,146681.55,0.362,0.412,0.223,12,0.479,Low,None,1,0.669,0.727,1,Gov Grant,0.382,0,0.627,Compliant,Valid,0.173,1,0,0.465,Moderate,Series B,0.5056
242,Urban,Retail,259,5810,5119.17,4797.33,0.418,0.266,0.07,10,0.437,Low,None,1,0.564,0.544,1,Gov Grant,0.387,0,0.748,Compliant,Valid,0.129,0,0,0.33,Moderate,Debt Financing,0.5381
243,Rural,Finance,359,10238,5693.9,6822.39,-0.101,0.498,0.195,2,0.414,Low,Partial,1,0.645,0.858,1,Gov Grant,0.064,0,0.423,Compliant,Valid,0.072,1,0,0.599,High,Seed,0.3882
244,Urban,Manufacturing,198,42257,2248.75,17139.25,-0.021,0.2,0.177,13,0.244,Medium,None,0,0.459,0.679,1,None,0.12,0,0.631,Compliant,Valid,0.13,1,0,0.641,Moderate,Series A,0.2217
245,Rural,Finance,456,11141,6533.76,8730.29,0.26,0.435,0.388,12,0.442,Medium,None,1,0.585,0.547,1,None,0.29,0,0.675,Compliant,Expired,0.461,1,0,0.599,Moderate,Series B,0.5403
246,Urban,Healthcare,411,14030,7617.5,8616.51,0.486,0.317,0.209,16,0.411,High,Partial,0,0.563,0.316,1,Gov Grant,0.432,0,0.791,Compliant,Valid,0.469,1,0,0.533,Moderate,Series A,0.5502
247,Rural,Finance,137,21844,3882.34,16342.43,0.514,0.072,0.478,0,0.3,Medium,None,1,0.496,0.396,1,VC,0.451,0,0.345,Not Registered,Valid,0.154,0,0,0.196,High,Series A,0.4564
248,Urban,Education,318,7053,5698.22,5174.66,0.466,0.531,0.192,10,0.39,Low,None,0,0.445,0.318,1,Angels,0.418,1,0.446,Late Filing,Valid,0.0,1,0,0.107,Moderate,Series A,0.5036
249,Rural,Tech,165,11283,5975.1,7497.08,-0.165,0.223,0.129,3,0.345,Medium,None,1,0.502,0.436,1,None,0.024,0,0.505,Compliant,Valid,0.178,0,0,0.384,Moderate,Series A,0.2253
250,Urban,Manufacturing,225,84467,5399.31,77660.06,0.457,0.2,0.28,12,0.5,Low,None,0,0.64,0.728,0,Gov Grant,0.427,0,0.633,Compliant,Valid,0.0,1,0,0.454,High,Series A,0.4325
